SHIP_NO,SHIP_GUBUN,GROSS_TONNAGE,REG_LENGTH,REG_BREADTH,REG_DEPTH,NATURE,PURPOSE,PURPOSE_GU,REG_PORT
5.09E+12,1,1.27,6.62,2.2,0.74,5,E60,1,4421025000
5.09E+12,1,3.51,8.64,2.7,0.99,5,B10,3,4580036000
5.09E+12,1,3.77,8.24,2.4,0.97,5,B13,2,4831036000
5.09E+12,1,9.77,14.94,4.04,0.94,5,B04,1,4482533000
5.09E+12,1,1.98,7.02,2.36,0.82,5,B10,3,4418041000
5.09E+12,1,7.93,14.2,4.2,0.91,5,B07,2,4513039000
5.09E+12,1,0.76,6.55,1.7,0.58,5,E60,1,4580036000
5.09E+12,1,0.57,5.31,1.63,0.53,5,B04,1,4684035000
5.09E+12,1,9.77,14.43,3.69,1.07,5,B04,1,4613000000
5.09E+12,1,1.04,6.28,1.85,0.73,5,B04,1,4623035000
5.09E+12,1,1.29,6.67,1.91,0.75,5,E60,1,4677045000
5.09E+12,1,4.98,10.38,4.22,0.81,5,E60,1,4680012000
5.09E+12,1,1.44,6.75,2.04,0.76,5,E70,1,4680012000
5.09E+12,1,2.69,8.3,3.25,0.63,5,F00,2,4613000000
5.09E+12,1,4.72,10.58,3.8,0.87,5,E60,1,4689033000
5.09E+12,1,4.95,10.38,4.22,0.81,5,E60,1,4690033000
5.09E+12,1,0.34,3.74,1.58,0.47,5,E39,1,4691040000
5.09E+12,1,0.66,5.57,1.68,0.51,5,B13,2,4711125000
5.09E+12,1,1.17,5.81,1.9,0.77,5,B10,3,4777036000
5.09E+12,1,1.64,6.91,1.97,0.99,5,B04,1,4819000000
5.09E+12,1,1.31,7.4,1.83,0.61,5,B04,1,4882032000
5.09E+12,1,1.19,6.16,1.91,0.82,5,B04,1,4822000000
5.09E+12,1,1.35,6.46,1.91,0.66,5,B04,1,4822000000
5.09E+12,1,1.24,6.19,1.96,0.77,5,B10,3,4885037000
5.09E+12,1,1.58,6.66,2.2,0.94,5,B10,3,4971011000
5.09E+12,1,29,21.93,5,1.56,5,C07,1,4911000000
5.09E+12,1,1.71,6.93,2.05,0.88,5,E70,1,3171000000
5.09E+12,1,2.39,7.29,2.25,0.86,5,B04,1,4418025000
5.09E+12,1,1.13,6.49,2.14,0.7,5,B04,1,4482536000
5.09E+12,1,7.93,12.86,3.98,0.99,5,B10,3,4513039000
5.09E+12,1,0.94,6.12,1.74,0.59,5,B04,1,4611000000
5.09E+12,1,4.93,10.8,3.17,0.85,5,B10,3,4613035000
5.09E+12,1,1.04,6.28,1.84,0.73,5,B04,1,4623035000
5.09E+12,1,9.77,14.5,4.24,1.15,5,B10,3,4691032000
5.09E+12,1,1.24,6.53,1.88,0.74,5,B10,3,4691011000
5.09E+12,1,2.33,7.92,2.46,0.85,5,B04,1,4681040000
5.09E+12,1,1.98,8.15,2.24,0.71,5,B04,1,4217000000
5.09E+12,1,0.7,5.81,1.97,0.53,5,B04,1,4684037000
5.09E+12,1,9.77,14.35,3.93,1.1,5,B10,3,4687037000
5.09E+12,1,1.2,6.61,1.96,0.73,5,E60,1,4689033000
5.09E+12,1,4.95,10.76,4.01,0.88,5,F00,1,4690032000
5.09E+12,1,2.43,7.32,2.52,0.87,5,B10,3,4687036000
5.09E+12,1,1.05,6.44,2.05,0.51,5,B13,2,4711138500
5.09E+12,1,1.75,6.75,2.02,0.88,5,B13,2,4815134000
5.09E+12,1,1.19,6.16,1.91,0.82,5,B04,1,4884038000
5.09E+12,1,1,5.81,1.9,0.77,5,B04,1,4824037000
5.09E+12,1,5.39,11.53,2.9,0.95,5,B04,1,4819000000
5.09E+12,1,4.76,10.04,3.02,0.79,5,E60,1,4822000000
5.09E+12,1,1.42,7.35,2.03,0.62,5,B13,2,4884031000
5.09E+12,1,1.28,6.19,1.94,0.78,5,B13,2,4885037000
5.09E+12,1,29,21.93,5,1.56,5,C07,1,4884032000
5.09E+12,1,1.92,7.54,2.06,0.84,5,B13,2,4418000000
5.09E+12,1,0.3,3.42,1.45,0.54,5,E60,1,4421025000
5.09E+12,1,7.93,13.25,3.86,1.03,5,E70,1,4477011000
5.09E+12,1,4.97,10.04,4.33,0.63,5,E60,1,4175000000
5.09E+12,1,1.01,6.6,1.72,0.83,5,B04,1,4613000000
5.09E+12,1,1.9,6.84,2.03,0.88,5,E60,1,4677033000
5.09E+12,1,1.45,7.53,1.96,0.53,5,B04,1,4217000000
5.09E+12,1,0.76,5.81,1.8,0.59,5,B04,1,4691040000
5.09E+12,1,0.57,4.91,1.56,0.61,5,E60,1,4689012000
5.09E+12,1,1.04,6.28,1.84,0.73,5,B10,3,4885035000
5.09E+12,1,59,27.22,6,2.62,1,C08,2,4711000000
5.09E+12,1,1.05,6.44,2.05,0.51,5,B10,3,4713025000
5.09E+12,1,3.75,8.5,2.9,0.75,5,E60,1,4822000000
5.09E+12,1,1,5.81,1.9,0.77,5,B10,3,4824037000
5.09E+12,1,1,5.77,1.92,0.73,5,B10,3,4831039000
5.09E+12,1,3.67,9.35,2.96,0.76,5,E60,1,4882042000
5.09E+12,1,2.1,8.9,2.17,0.58,5,B04,1,4884037000
5.09E+12,1,1.88,8.37,2.59,0.71,5,B10,3,4882000000
5.09E+12,1,1.24,6.61,2.01,0.81,5,B04,1,3171000000
5.09E+12,1,9.77,12.6,3.84,1.12,5,B10,3,4418032000
5.09E+12,1,1.14,6.49,2.14,0.7,5,E60,1,4421033000
5.09E+12,1,1.94,7.02,2.42,0.83,5,E60,1,4175038000
5.09E+12,1,2.99,8.73,2.57,0.81,5,B04,1,4513039000
5.09E+12,1,1.06,6.48,1.99,0.71,5,F00,1,4680037000
5.09E+12,1,9.77,14.23,3.76,1.05,5,E60,1,4678012000
5.09E+12,1,0.59,4.91,1.56,0.63,5,E27,1,4613036000
5.09E+12,1,2.74,9.41,2.54,0.69,5,B04,1,4819000000
5.09E+12,1,1.21,6.41,1.78,0.6,5,B04,1,4683040000
5.09E+12,1,0.95,5.81,1.97,0.53,5,B04,1,4691043000
5.09E+12,1,1.86,7.43,2.29,0.79,5,B10,3,4831000000
5.09E+12,1,9.77,15.27,4.3,1.09,5,B07,2,4611000000
5.09E+12,1,9.77,15.17,4.01,1.06,5,B04,1,4971011000
5.09E+12,1,2.55,8.3,2.46,0.71,5,B13,2,4822034000
5.09E+12,1,1.46,6.81,2.05,0.88,5,B10,3,4831038000
5.09E+12,1,4.37,9.34,2.8,0.89,5,B04,1,4882031000
5.09E+12,1,1.22,7,1.91,0.82,5,B04,1,4884037000
5.09E+12,1,0.82,5.67,1.94,0.65,5,B04,1,4482534000
5.09E+12,1,1.14,6.49,2.14,0.7,5,B10,3,4418000000
5.09E+12,1,6.67,10.67,2.97,1.25,5,B10,3,4580036000
5.09E+12,1,9.77,14.5,4.18,1.17,5,B10,3,4691032000
5.09E+12,1,4.3,10.36,3.23,0.76,5,B04,1,4689011000
5.09E+12,1,1.38,6.7,1.95,0.86,5,B04,1,4687012000
5.09E+12,1,9.77,14.9,4.38,1.19,5,B10,3,4127000000
5.09E+12,1,0.82,5.58,1.82,0.63,5,F00,2,4689038000
5.09E+12,1,1.04,5.76,1.9,0.76,5,A02,4,4691011000
5.09E+12,1,7.93,13.4,4.15,0.94,5,B04,1,4711125000
5.09E+12,1,0.86,5.67,1.73,0.73,5,B13,2,4815100000
5.09E+12,1,1.55,6.37,2,0.76,5,B04,1,4822025000
5.09E+12,1,1,5.78,1.92,0.73,5,B04,1,4815134000
5.09E+12,1,0.48,4.59,1.6,0.56,5,B04,1,4613033000
5.09E+12,1,1.35,6.8,2.05,0.85,5,B10,3,4885042000
5.09E+12,1,6.6,12.15,3.44,0.78,5,B13,2,4482531000
5.09E+12,1,7.93,13.6,3.98,0.92,5,B10,3,4580036000
5.09E+12,1,9.77,14.35,3.84,0.87,5,B13,2,4793037000
5.09E+12,1,1.96,7.52,2.27,0.66,5,B13,2,4884035000
5.09E+12,1,1.9,7.74,2.72,0.73,5,E27,1,4689031000
5.09E+12,1,0.57,3.96,1.98,0.62,5,F00,4,4691040000
5.09E+12,1,4.67,9.26,3.8,0.81,5,B04,1,4711138500
5.09E+12,1,1.71,6.85,2.27,0.65,5,B04,1,4822037000
5.09E+12,1,4.98,10.63,3,0.89,5,E60,1,4822000000
5.09E+12,1,1.75,7.81,2.46,0.78,5,I00,1,4885011000
5.09E+12,1,2.87,7.92,2.4,0.95,5,E60,1,4482512000
5.09E+12,1,1.73,7.2,1.99,0.83,5,B04,1,4513039000
5.09E+12,1,4.99,10.8,3.17,0.85,5,B10,3,4683000000
5.09E+12,1,4.99,10.7,3.3,0.79,5,B10,3,4691034000
5.09E+12,1,2.99,8.67,2.42,0.79,5,B13,2,4815134000
5.09E+12,1,1.93,6.59,2.95,0.93,5,E60,1,4677031000
5.09E+12,1,1.03,6.44,2.05,0.5,5,B10,3,4711138500
5.09E+12,1,4.37,10.03,2.81,0.89,5,B13,2,4882043000
5.09E+12,1,0.7,5.09,1.72,0.72,5,B04,1,4824000000
5.09E+12,1,1.04,6.66,1.99,0.62,5,B04,1,4127000000
5.09E+12,1,8.55,11.75,3.3,0.97,5,B04,1,4477041000
5.09E+12,1,2.58,8.2,2.28,0.75,5,B04,1,2629000000
5.09E+12,1,0.53,5.04,1.98,0.53,5,F00,3,4690031000
5.09E+12,1,0.55,4.95,1.73,0.54,5,E60,1,4689013000
5.09E+12,1,3.77,9.78,3.9,0.73,5,E39,1,4691011000
5.09E+12,1,0.93,6.7,1.85,0.6,5,B10,3,4824037000
5.09E+12,1,1.44,6.81,2.05,0.88,5,B04,1,4831039000
5.09E+12,1,1.93,8.4,2.26,0.57,5,B10,3,4831000000
5.09E+12,1,1.02,6.21,2.01,0.73,5,I00,1,4157036000
5.09E+12,1,0.88,5.92,1.72,0.75,5,E60,1,4689031000
5.09E+12,1,2.62,8.57,2.46,0.71,5,B10,3,4824037000
5.09E+12,1,0.79,5.77,1.56,0.78,5,B10,3,4831038000
5.09E+12,1,0.58,4.66,1.66,0.65,5,B10,3,4885042000
5.09E+12,1,1,6.03,1.76,0.8,5,B04,1,4687036000
5.09E+12,1,1.81,7.61,2.42,0.79,5,B10,3,4691011000
5.09E+12,1,0.95,5.93,1.77,0.8,5,E39,1,4689036000
5.09E+12,1,0.79,5.67,1.97,0.54,5,F00,1,4684037000
5.09E+12,1,1.19,5.94,1.82,0.73,5,B13,2,4822034000
5.09E+12,1,0.73,7.05,1.72,0.43,5,A01,15,4613035000
5.09E+12,1,0.52,4.91,1.74,0.55,5,E10,2,4682034000
5.09E+12,1,1,6.26,1.77,0.77,5,E60,1,4691043000
5.09E+12,1,1.1,6.12,1.74,0.59,5,B04,1,4611000000
5.09E+12,1,1.17,6.32,1.9,0.72,5,B10,3,4824037000
5.09E+12,1,0.93,5.94,1.72,0.78,5,E60,1,4689032000
5.09E+12,1,59,27.22,6,2.62,1,C14,4,4824000000
5.09E+12,1,4.93,10.22,3.06,1.02,5,B10,3,4831039000
5.09E+12,1,1.94,7.2,2.2,0.8,5,B04,1,4677012000
5.09E+12,1,1.81,7.61,2.42,0.79,5,F00,1,4689012000
5.09E+12,1,0.89,6.7,1.9,0.69,5,B04,1,4687036000
5.09E+12,1,1.23,6.71,2.02,0.74,5,F00,4,4689039000
5.09E+12,1,0.96,5.94,1.68,0.83,5,E39,1,4677041000
5.09E+12,1,1.55,7.2,2.2,0.78,5,E60,1,4689034000
5.09E+12,1,1.51,8.2,2.23,0.57,5,B04,1,4677042000
5.09E+12,1,2.7,8.1,2.48,0.66,5,B13,2,4613000000
5.09E+12,1,2.67,7.32,2.47,0.87,5,B13,2,4611000000
5.09E+12,1,1.81,7.6,2.43,0.79,5,E60,1,4689012000
5.09E+12,1,0.77,5.79,1.82,0.64,5,E60,1,4689033000
5.09E+12,1,4.73,10.58,3.78,0.87,5,E60,1,4689034000
5.09E+12,1,1.09,6.03,2.04,0.73,5,F00,2,4689013000
5.09E+12,1,4.28,10.94,4.14,0.64,5,E60,1,4689036000
5.09E+12,1,1.51,6.8,2.46,0.78,5,A01,15,4689032000
5.09E+12,1,4.73,10.58,3.78,0.87,5,F00,2,4689013000
5.09E+12,1,1.58,6.93,2.42,0.77,5,F00,1,4689013000
5.09E+12,1,1.14,6.3,2.18,0.69,5,E60,1,4689033000
5.09E+12,1,1.14,6.3,2.18,0.69,5,E60,1,4690036000
5.09E+12,1,0.32,4.14,1.6,0.46,5,I00,1,4380011000
5.09E+12,1,4.42,10.56,3.94,0.72,5,E60,1,4482534000
5.09E+12,1,4.42,10.56,3.94,0.72,5,F00,2,4689011000
5.09E+12,1,1.94,7.88,2.82,0.71,5,E60,1,4678039000
5.09E+12,1,4.42,10.56,3.94,0.72,5,E60,1,4689011000
5.09E+12,1,1.75,6.93,2.2,0.84,5,E60,1,4677034000
5.10E+12,1,4.92,9.67,2.7,0.9,5,B10,3,2638000000
5.10E+12,1,0.86,6.03,1.64,0.78,5,B13,2,2644000000
5.10E+12,1,1.62,6.75,2.42,0.86,5,B10,3,2635000000
5.10E+12,1,2.43,7.44,2.33,0.93,5,B04,1,2871034000
5.10E+12,1,1.24,6.57,2.06,0.8,5,B10,3,4223031000
5.10E+12,1,1.98,8.48,2.26,0.78,5,B10,3,4223025300
5.10E+12,1,1.51,6.16,2.04,0.88,5,B10,3,4223025300
5.10E+12,1,0.6,4.95,1.67,0.71,5,B10,3,4313040000
5.10E+12,1,2.17,7.2,2.23,0.84,5,B10,3,4418000000
5.10E+12,1,1.1,6.3,1.93,0.78,5,E60,1,4421033000
5.10E+12,1,2.95,7.31,3.4,0.88,5,E60,1,4418000000
5.10E+12,1,0.86,5.76,1.7,0.75,5,E60,1,2811000000
5.10E+12,1,2.52,8.5,2.15,0.7,5,E39,1,4513039000
5.10E+12,1,1.24,7.1,1.84,0.81,5,E60,1,4580036000
5.10E+12,1,0.5,3.78,1.88,0.6,5,B04,1,4611000000
5.10E+12,1,4.7,10.3,3.28,0.8,5,B04,1,4777031000
5.10E+12,1,9.77,14.25,3.76,1.06,5,E60,1,4677040000
5.10E+12,1,1.48,6.66,2.43,0.71,5,E70,1,4677036000
5.10E+12,1,1.33,6.9,2.03,0.78,5,B04,1,4681040000
5.10E+12,1,2.86,8.28,2.59,0.97,5,B10,3,4687037000
5.10E+12,1,0.64,5.4,1.74,0.55,5,B04,1,4684036000
5.10E+12,1,1.11,6.61,1.93,0.73,5,E60,1,4689033000
5.10E+12,1,5.42,10.76,4.01,0.88,5,E60,1,4682034000
5.10E+12,1,1.85,8.2,2.5,0.69,5,B04,1,4794011000
5.10E+12,1,0.71,5.4,1.6,0.74,5,B10,3,4811300000
5.10E+12,1,1.02,6.03,1.88,0.74,5,B10,3,4819000000
5.10E+12,1,4,9.05,2.75,0.83,5,B04,1,4831039000
5.10E+12,1,0.88,6.5,1.87,0.57,5,B04,1,4824035000
5.10E+12,1,1.1,7.24,1.92,0.59,5,B04,1,4831039000
5.10E+12,1,1.98,6.88,2.25,0.74,5,B10,3,4882032000
5.10E+12,1,0.84,5.58,1.75,0.71,5,B04,1,4884036000
5.10E+12,1,1.47,6.82,1.95,0.97,5,B13,2,2644000000
5.10E+12,1,0.82,5.76,1.72,0.7,5,B04,1,2671000000
5.10E+12,1,2.54,6.98,2.27,0.94,5,B04,1,2871035000
5.10E+12,1,1.98,6.78,3,0.78,5,E10,3,4477041000
5.10E+12,1,1.73,6.75,2.16,0.7,5,E60,1,4482512000
5.10E+12,1,7.93,14.18,3.84,0.97,5,B10,3,4513039000
5.10E+12,1,4.61,9.77,2.8,1.12,5,B04,1,4580037000
5.10E+12,1,4.99,10.7,3.3,0.79,5,B04,1,4613034000
5.10E+12,1,1.09,6.66,1.92,0.71,5,E39,1,4615039000
5.10E+12,1,1.09,6.26,1.76,0.83,5,F00,2,4613031000
5.10E+12,1,1.4,6.75,2.04,0.76,5,E60,1,4677036000
5.10E+12,1,0.7,5.22,1.74,0.66,5,E60,1,4689031000
5.10E+12,1,1.43,6.75,2.04,0.76,5,B04,1,4689011000
5.10E+12,1,4.81,10.38,4.22,0.81,5,E60,1,4689036000
5.10E+12,1,1.84,7.95,2.22,0.66,5,B13,2,4819000000
5.10E+12,1,1.46,6.44,1.97,0.94,5,B10,3,4819000000
5.10E+12,1,4.76,10.04,3,0.79,5,F00,2,4822000000
5.10E+12,1,1.01,6.85,2.02,0.59,5,B10,3,4831035000
5.10E+12,1,1.2,6.7,1.97,0.62,5,B13,2,4885036000
5.10E+12,1,1.2,6.17,2.02,0.82,5,B04,1,4884011000
5.10E+12,1,0.55,5.81,1.6,0.54,5,B04,1,4882042000
5.10E+12,1,3,8.15,2.46,0.67,5,B04,1,4971011000
5.10E+12,1,1.68,6.93,2,0.99,5,E70,1,2644000000
5.10E+12,1,2.99,8.24,2.4,0.97,5,B04,1,2871035000
5.10E+12,1,9.77,13.08,3.8,1.12,5,B04,1,4477040000
5.10E+12,1,0.37,4.05,1.65,0.5,5,E60,1,4421025000
5.10E+12,1,2.95,7.31,3.4,0.88,5,E39,1,4477011000
5.10E+12,1,1.01,6.12,1.85,0.7,5,B04,1,4418000000
5.10E+12,1,1.29,7.07,2.09,0.74,5,E10,2,4513039000
5.10E+12,1,9.77,14.95,4.08,1.02,5,B13,2,3120000000
5.10E+12,1,4.63,10.52,3.25,0.74,5,B10,3,4831031000
5.10E+12,1,0.95,5.81,1.97,0.53,5,B04,1,4680000000
5.10E+12,1,1.06,6.3,2,0.72,5,B04,1,4690011000
5.10E+12,1,0.25,4.05,1.76,0.3,5,E39,1,4691040000
5.10E+12,1,4.2,9.35,2.76,0.84,5,B13,2,4822000000
5.10E+12,1,1.31,6.67,1.92,0.76,5,B04,1,4885036000
5.10E+12,1,1.99,7.11,2.27,0.8,5,B10,3,4127000000
5.10E+12,1,2.95,7.31,3.4,0.88,5,E39,1,4477040000
5.10E+12,1,7.93,13.8,3.84,0.87,5,B04,1,4513039000
5.10E+12,1,4.93,10.8,3.17,0.85,5,B04,1,4677036000
5.10E+12,1,2.4,8.22,2.43,0.65,5,B04,1,4711000000
5.10E+12,1,1.51,7.2,2.19,0.79,5,A01,1,4677033000
5.10E+12,1,1.19,7.4,1.99,0.61,5,B04,1,4677039000
5.10E+12,1,0.72,5.81,1.97,0.53,5,B13,2,4684035000
5.10E+12,1,1.51,7.2,2.19,0.8,5,E60,1,4677034000
5.10E+12,1,7.93,12.35,3.68,0.97,5,B10,3,4687037000
5.10E+12,1,4,10.57,2.5,0.84,5,B10,3,4815131000
5.10E+12,1,2.09,7.1,2.28,0.65,5,B04,1,4777037000
5.10E+12,1,2.99,10.23,2.58,0.83,5,B04,1,4822000000
5.10E+12,1,20,19.12,4.75,1.29,5,C05,2,4611000000
5.10E+12,1,0.3,4.01,1.38,0.5,5,B10,3,4884039000
5.10E+12,1,1.99,8.22,2.43,0.65,5,B10,3,2671000000
5.10E+12,1,7.93,14.18,3.84,0.97,5,C10,1,4513039000
5.10E+12,1,1.77,7.17,2.3,0.64,5,B04,1,4282012000
5.10E+12,1,1,5.81,1.9,0.77,5,F00,4,4689033000
5.10E+12,1,0.71,5.81,1.97,0.53,5,B04,1,4682043000
5.10E+12,1,0.73,5.81,1.97,0.53,5,B04,1,4684035000
5.10E+12,1,1.55,7.2,2.19,0.8,5,E60,1,4689032000
5.10E+12,1,1.68,8.48,2.64,0.55,5,B04,1,4690033000
5.10E+12,1,15,15.3,4.4,1.18,5,C05,2,4691032000
5.10E+12,1,0.89,5.76,1.88,0.73,5,B13,2,4815134000
5.10E+12,1,36,22.15,5.14,1.7,5,C05,2,4911000000
5.10E+12,1,0.57,4.91,1.56,0.61,5,B10,3,4824037000
5.10E+12,1,1,5.7,1.92,0.73,5,B04,1,4822000000
5.10E+12,1,1.03,6.7,1.97,0.62,5,B13,2,4884035000
5.10E+12,1,4.95,11.33,3.22,0.87,5,E60,1,4822000000
5.10E+12,1,0.96,5.94,1.69,0.83,5,E60,1,4677034000
5.10E+12,1,0.76,6.12,1.74,0.59,5,B04,1,4684011000
5.10E+12,1,1.16,6.01,1.98,0.72,5,B04,1,4689011000
5.10E+12,1,0.63,5.22,1.75,0.55,5,E60,1,4691031000
5.10E+12,1,24,21.62,5.21,1.48,5,C09,0,4711138500
5.10E+12,1,1.01,5.81,1.93,0.77,5,B04,1,4884037000
5.10E+12,1,3.71,9.35,2.96,0.76,5,F00,2,4613025000
5.10E+12,1,0.88,5.58,1.72,0.73,5,B04,1,4884034000
5.10E+12,1,1.81,7.4,1.93,0.56,5,B04,1,4824000000
5.10E+12,1,1.51,7.05,2,0.55,5,B04,1,4884039000
5.10E+12,1,1.18,6.39,2,0.8,5,B04,1,4686031000
5.10E+12,1,4.6,9.56,3.17,0.84,5,B13,2,4613025000
5.10E+12,1,1.57,7.11,2.03,0.94,5,A02,5,4684034000
5.10E+12,1,1.74,7.2,2.19,0.8,5,E60,1,4689033000
5.10E+12,1,4.95,10.38,4.22,0.81,5,E60,1,4690033000
5.10E+12,1,9.77,15.37,4,1.06,5,B13,2,4711125000
5.10E+12,1,0.91,5.76,1.88,0.73,5,B04,1,4815134000
5.10E+12,1,1.24,7.24,1.93,0.56,5,B10,3,4822025000
5.10E+12,1,1.9,7.2,2,0.86,5,B04,1,4513039000
5.10E+12,1,0.73,5.6,1.83,0.6,5,B04,1,4682036000
5.10E+12,1,1.64,7.43,2.28,0.79,5,E60,1,4689012000
5.10E+12,1,1.24,6.46,1.89,0.75,5,E70,1,4691043000
5.10E+12,1,20,16.27,4.33,1.19,5,C05,2,4482533000
5.10E+12,1,1.71,6.9,2.28,0.65,5,B04,1,4711138500
5.10E+12,1,9.77,14.5,3.29,1.02,5,E60,1,4613000000
5.10E+12,1,4.99,10.7,3.3,0.79,5,B10,3,4822025000
5.10E+12,1,1.1,6.25,1.94,0.76,5,B10,3,4613032000
5.10E+12,1,1.07,6.26,1.76,0.83,5,F00,1,4682034000
5.10E+12,1,1.4,6.96,2.01,0.75,5,E39,1,4690031000
5.10E+12,1,19,18.15,4.84,1.57,2,C02,2,4711000000
5.10E+12,1,2.71,8.3,2.36,0.71,5,B04,1,4815134000
5.10E+12,1,4.92,10.5,2.92,0.93,5,B13,2,4831039000
5.10E+12,1,0.77,5.79,1.82,0.64,5,F00,1,4691042000
5.10E+12,1,4.95,10.38,4.22,0.81,5,E39,1,4690033000
5.10E+12,1,1.96,8.47,2.18,0.74,5,B10,3,4815134000
5.10E+12,1,2.99,8.49,2.35,0.81,5,B13,2,4822025000
5.10E+12,1,1.81,6.12,2.08,0.77,5,B04,1,4613000000
5.10E+12,1,1.51,7.65,2.16,0.78,5,B04,1,4615039000
5.10E+12,1,1.73,8.08,2.1,0.57,5,B13,2,4691034000
5.10E+12,1,4.44,10.07,2.95,0.84,5,B13,2,4822025000
5.10E+12,1,1.33,6.39,1.97,0.8,5,B04,1,4824000000
5.10E+12,1,2.03,6.93,2.24,0.74,5,B04,1,4911000000
5.10E+12,1,4.36,10.07,2.95,0.84,5,B04,1,4822000000
5.10E+12,1,99,35.74,6.5,2.75,1,C11,1,4613000000
5.10E+12,1,4.53,10.56,3.92,0.72,5,F00,1,4689011000
5.10E+12,1,4.37,9.45,2.8,0.88,5,B10,3,4822036000
5.10E+12,1,4.98,11.1,3.85,0.8,5,B10,3,4613000000
5.10E+12,1,4.67,10.58,3.72,0.87,5,E60,1,4689032000
5.10E+12,1,1.11,6.64,1.9,0.56,5,B04,1,4613025000
5.10E+12,1,0.82,5.58,1.8,0.63,5,E60,1,4689013000
5.10E+12,1,4.76,10.36,3.23,0.76,5,B04,1,4613000000
5.10E+12,1,1.28,6.68,1.9,0.75,5,B10,3,4689033000
5.10E+12,1,1.97,7.2,2.19,0.8,5,B04,1,4613000000
5.10E+12,1,1.98,6.88,2.25,0.74,5,B10,3,4824000000
5.10E+12,1,3.57,9.13,2.85,0.72,5,A02,3,4677032000
5.10E+12,1,1.14,6.3,2.18,0.69,5,F00,2,4689013000
5.10E+12,1,1.58,6.93,2.4,0.77,5,E39,1,4689013000
5.10E+12,1,4.93,11,3.44,0.78,5,B10,3,4611000000
5.10E+12,1,4.98,10.98,4.33,0.74,5,E60,1,4689031000
5.10E+12,1,4.96,10.8,3.17,0.85,5,F00,3,4613034000
5.10E+12,1,4.13,10.47,3.82,0.67,5,E60,1,4689036000
5.10E+12,1,0.76,5.48,1.68,0.7,5,E60,1,4689036000
5.10E+12,1,2.95,7.45,2.53,0.98,5,E60,1,4689039000
5.10E+12,1,2.83,8.31,2.97,0.87,5,E60,1,4677033000
5.10E+12,1,2.76,8.31,2.97,0.87,5,B04,1,4680012000
5.10E+12,1,0.89,5.73,1.87,0.7,5,E60,1,4682035000
5.10E+12,1,1.13,5.98,1.89,0.81,5,E60,1,4689031000
5.10E+12,1,1.04,5.76,1.9,0.72,5,E60,1,4689033000
5.10E+12,1,4.01,9.86,3.18,1.06,5,F00,2,4689038000
5.11E+12,1,499,58.9,9.3,5.1,1,E61,1,2611000000
5.11E+12,1,1.98,7.67,2.02,0.98,5,B10,3,2644000000
5.11E+12,1,7.93,12.74,3.65,0.94,5,B10,3,2814000000
5.11E+12,1,1.24,6.03,1.96,0.81,5,B04,1,3171000000
5.11E+12,1,2.61,7.44,2.3,0.93,5,B13,2,4684036000
5.11E+12,1,1.21,6.84,2.1,0.7,5,E60,1,4421033000
5.11E+12,1,2.95,7.31,3.4,0.88,5,E60,1,4477031000
5.11E+12,1,6.28,13.01,3.16,0.81,5,E60,1,4480000000
5.11E+12,1,1.31,6.75,2.16,0.7,5,B04,1,4482531000
5.11E+12,1,9.77,14.87,4.19,0.85,5,B07,1,4513039000
5.11E+12,1,1.9,7.34,2.1,0.79,5,B04,1,4579035000
5.11E+12,1,1.23,6.39,1.91,0.83,5,E39,1,4580037000
5.11E+12,1,1.13,6.63,1.85,0.58,5,B04,1,4682041000
5.11E+12,1,4.28,10.05,2.78,0.91,5,B04,1,4613000000
5.11E+12,1,1.49,7.32,2.16,0.76,5,B04,1,4681040000
5.11E+12,1,2.43,7.92,2.48,0.85,5,B13,2,4681035000
5.11E+12,1,4.95,11.3,4.25,0.72,5,A01,15,4690032000
5.11E+12,1,0.29,3.78,1.6,0.39,5,E39,1,4684031000
5.11E+12,1,0.73,5.6,1.84,0.6,5,E39,1,3117000000
5.11E+12,1,0.82,5.66,1.9,0.64,5,F00,2,4690036000
5.11E+12,1,0.31,4.39,1.34,0.5,5,B04,1,4777036000
5.11E+12,1,1.15,5.81,2.2,0.79,5,B04,1,4819000000
5.11E+12,1,1.97,6.62,2.2,0.92,5,B04,1,4824000000
5.11E+12,1,4.98,10.63,3,0.89,5,E39,1,4831035000
5.11E+12,1,3.6,9.89,3.24,0.69,5,E60,1,4882032000
5.11E+12,1,2.06,6.88,2.25,0.67,5,B04,1,4884035000
5.11E+12,1,1.15,6.3,1.94,0.71,5,B04,1,4831000000
5.11E+12,1,9.77,14.6,3.85,1.2,5,B04,1,4971011000
5.11E+12,1,3.21,8.15,2.46,0.69,5,E60,1,4913000000
5.11E+12,1,1.98,7.7,2.02,1.02,5,B10,3,2638000000
5.11E+12,1,2.47,8.46,2.55,0.9,5,B10,3,3171031000
5.11E+12,1,3.69,9.29,2.51,0.89,5,E60,1,4175041000
5.11E+12,1,21,20.68,5.5,1.16,5,E09,0,4217000000
5.11E+12,1,2.22,7.29,2.25,0.86,5,B10,3,4418032000
5.11E+12,1,1.61,6.62,2.2,0.75,5,E70,1,4421033000
5.11E+12,1,1.92,6.78,3,0.78,5,E10,3,4477031000
5.11E+12,1,0.9,6.12,1.85,0.7,5,I00,1,4157000000
5.11E+12,1,2.74,7.71,2.4,0.95,5,B10,3,2811000000
5.11E+12,1,6.67,11.86,3.29,0.96,5,B10,3,4711125000
