SHIP_NO,SHIP_GUBUN,GROSS_TONNAGE,REG_LENGTH,REG_BREADTH,REG_DEPTH,NATURE,PURPOSE,PURPOSE_GU,REG_PORT
P200001PH,2,408,55.35,7.3,7,,,,4711000000
P200001US,2,1860,90.4,,,,J00,2,3100000000
P200002BS,2,482,62.2,9.1,5,,,,2800000000
P200002CW,2,2152.4,95.75,14,6.7,1,J00,2,2600000000
P200002GW,2,2265,102.4,13.2,3.83,,,,4217000000
P200002PH,2,460,57,8.5,5,,,,4711000000
P200002US,2,3000,115,,,1,J00,2,4217000000
P200003BS,2,640,62.2,9.1,20.2,,J00,2,4221000000
P200003GW,2,3900,110.6,15.4,5,,J00,2,4217000000
P200003PH,2,640,63.1,9.1,5,,,,4711000000
P200004BS,2,1171,84.5,10.4,6,1,J00,2,4822000000
P200004GW,2,6350,145.5,16.5,5.6,1,J00,2,4217000000
P200004PH,2,1530,91.62,11.85,23,,,,4711000000
P200005GW,2,2200,102.4,13.2,3.8,1,J00,2,4217000000
P200005PH,2,1833,90.4,10.8,24,,,,4711000000
P200006PH,2,2700,98.1,14,27,,,,4711000000
P200007PH,2,479.59,66.16,9.1,5,,,,4793038000
PHB011026,2,103,23.54,8,3,1,G07,111,4711000000
PHB066526,2,97,22.96,8,3,1,G07,111,4711000000
PHB071458,2,349,33.62,18.6,2.7,1,G07,19,4711000000
PHB096599,2,133,23.02,10.5,3.25,1,G07,111,4711000000
PHB106231,2,1014,63.38,20,3.8,1,G07,9,4711000000
PHB116831,2,346,36.4,16,3,1,G07,19,4711000000
PHB120029,2,3597,97.92,19,7.2,1,G07,145,4711000000
PHB126825,2,769,60.39,16,4,1,G07,12,4794011000
PHB176802,2,1207,65.49,16,3.5,1,G07,155,4794011000
PHB176812,2,313,33.62,15,3,1,G07,12,4711000000
PHB186802,2,377,46.08,12,3.5,1,G07,111,4711000000
PHB828244,2,1189,61.04,22.2,4.2,1,G07,12,4711000000
PHB892290,2,196,35.6,13.5,2.5,1,G07,19,4711000000
PHB920527,2,250,37.44,13.5,2.9,1,G07,19,4711000000
PHB922043,2,675,57.3,17,3.5,1,G07,9,4711000000
PHB941299,2,209,34.85,13.25,2.75,1,G07,19,4711000000
PHB954371,2,1284,67.2,20,3.7,1,G07,12,4794000000
PHB961611,2,112,18.25,12,2.95,1,G07,111,4711000000
PHC006515,2,13,14.79,3.8,1.6,5,G08,20,4717000000
PHC006522,2,12,14.64,3.6,1.62,5,G08,20,4711000000
PHC026573,2,4.02,12.15,2.83,0.79,5,G08,20,4793031000
PHC057876,2,5.64,10.35,2.96,0.88,5,G08,11,4711000000
PHC071228,2,6.67,11.4,3,1.3,5,G08,11,4711000000
PHC080338,2,1.38,5.18,2.2,0.94,5,G08,20,4711000000
PHC081455,2,1.73,6.49,2.5,0.58,5,G08,20,4711000000
PHC085856,2,6.25,10.67,3,0.84,5,G08,11,4711325000
PHC086521,2,4.7,9.8,3.42,0.67,5,G08,20,4793031000
PHC086591,2,2.78,9.67,2.16,1.12,1,G08,20,4785037000
PHC086751,2,0.89,5.07,2.17,0.4,5,G08,1,4717038000
PHC087043,2,2.94,9.43,3,1,5,G08,6,4782035000
PHC095722,2,4.39,9.12,3,1,5,G08,11,4711000000
PHC096511,2,3.74,11.36,3,0.8,5,G08,14,4793031000
PHC096528,2,1.26,5.52,3.5,0.5,5,G08,14,4793031000
PHC096535,2,1.23,5.64,3.3,0.5,5,G08,14,4793031000
PHC096542,2,0.76,5.3,2,0.6,5,G08,14,4793031000
PHC096550,2,0.54,5.39,2,0.35,5,G08,14,4793031000
PHC096567,2,0.51,5.06,1.9,0.35,5,G08,14,4793031000
PHC096574,2,3.6,7.68,2.68,1.3,5,G08,37,4711000000
PHC096641,2,6.67,11.4,3.12,1.05,5,G08,20,4717000000
PHC105601,2,1.88,6.58,2.4,1.05,4,G08,20,4717000000
PHC106447,2,14,13.91,4,1.59,5,G08,20,4717000000
PHC106514,2,16,16.14,4,1.91,1,G08,11,4711000000
PHC106652,2,0.18,3.65,2,0.2,5,G08,1,4713000000
PHC106660,2,0.46,4.51,2.2,0.25,5,G08,1,4723000000
PHC106751,2,4.84,8.1,2.65,1.55,4,G08,20,4772011000
PHC106769,2,4.95,12,3.64,1.2,1,G08,20,4777011000
PHC106804,2,2.07,7.1,2.6,1.05,5,G08,37,4794032000
PHC115305,2,4.1,6.8,2.95,1.37,5,G08,37,4793037000
PHC116803,2,14,11.88,4.25,1.64,5,G08,37,4794031000
PHC116808,2,1.85,7.87,2.4,0.67,5,G08,20,4711000000
PHC116815,2,1.05,5.66,2.44,0.7,5,G08,37,4711000000
PHC116817,2,0.8,5.04,2.23,0.68,5,G08,20,4811000000
PHC116818,2,0.8,5.04,2.23,0.68,5,G08,20,4717000000
PHC116821,2,1.29,5.33,2.55,0.55,5,G08,20,4783034000
PHC116823,2,1.52,6.53,2.36,0.85,5,G08,37,4794011000
PHC117818,2,1.28,5,2.24,1.12,5,G08,37,2700000000
PHC126806,2,4.25,11.38,3,0.85,5,G08,20,2771025600
PHC126811,2,2.26,5.86,2.3,1.15,4,G08,5,2771025600
PHC126812,2,1.54,6.84,3.08,0.5,1,G08,14,2771025600
PHC126813,2,1.54,6.84,3.08,0.5,1,G08,14,2771012000
PHC126814,2,2.26,5.86,2.3,1.15,4,G08,5,2771012000
PHC126815,2,2.26,5.86,2.3,1.15,4,G08,5,4725031000
PHC126816,2,1.54,6.84,3.08,0.5,1,G08,14,4725033000
PHC126817,2,1.54,6.84,3.08,0.5,1,G08,14,4719025000
PHC126818,2,1.54,6.84,3.08,0.5,1,G08,14,4725031000
PHC126819,2,2.26,5.86,2.3,1.15,4,G08,5,4725033000
PHC126820,2,2.26,5.86,2.3,1.15,4,G08,5,4719025000
PHC126821,2,2.26,5.86,2.3,1.15,4,G08,5,4785034000
PHC126822,2,1.54,6.84,3.08,0.5,1,G08,14,4785034000
PHC131801,2,6.35,11.14,3.3,1.28,1,G08,14,4711000000
PHC136804,2,3.05,7.78,3,0.8,5,G08,7,2700000000
PHC136810,2,5.52,10,2.9,1.05,4,G08,20,4784031000
PHC136811,2,3.05,7.16,2.78,0.7,4,G08,5,4715042000
PHC136812,2,1.32,5.23,2.25,1.05,5,G08,20,4783034000
PHC146802,2,3.49,7.45,2.63,0.73,4,G08,20,4775035000
PHC146806,2,3.59,10.56,2.78,0.75,2,G08,18,4717000000
PHC146808,2,1.33,6.92,2.1,0.63,5,G08,6,4711000000
PHC146809,2,4.98,9.6,2.92,0.85,5,G08,11,4794000000
PHC146811,2,1.38,7.44,2.07,0.57,5,G08,37,4794032000
PHC146812,2,1.89,6.48,2.35,1.14,4,G08,20,4723034000
PHC146813,2,2.05,6.23,2.48,1.13,5,G08,20,4782035000
PHC156802,2,0.61,7.04,2.57,0.03,4,G08,44,2700000000
PHC156803,2,0.61,7.04,2.57,0.03,4,G08,44,2700000000
PHC156805,2,0.34,4.22,1.62,0.42,5,G08,20,4794032000
PHC156807,2,0.55,4.61,1.56,0.55,5,G08,20,
PHC156808,2,12,17.15,4.84,0.85,5,G08,20,4794011000
PHC156810,2,4.32,8.7,2.37,0.57,5,G08,37,4793037000
PHC156812,2,2.32,8.06,3.4,1.2,5,G08,20,2771025600
PHC156814,2,4.15,7.5,2.76,1.49,4,G08,5,4721032000
PHC156815,2,1.72,7.2,2.99,0.75,4,G08,14,4721032000
PHC156818,2,13,13.44,3.76,1.88,5,G08,5,4717000000
PHC160071,2,14,11.96,4.1,1.36,5,G08,11,4711000000
PHC166801,2,2.47,6.11,2.37,0.6,5,G08,30,4711000000
PHC166809,2,4.13,7.33,2.59,1.05,4,G08,121,4717000000
PHC166810,2,4.8,7.03,2.75,0.85,4,G08,19,4717000000
PHC166812,2,5.35,7.88,2.88,0.77,4,G08,20,4725000000
PHC176810,2,1.59,5.08,2.13,0.73,4,G08,20,4717000000
PHC176811,2,1.59,5.08,2.13,0.73,4,G08,20,4717000000
PHC176816,2,6.18,8.87,3,0.89,4,G08,19,4717000000
PHC186806,2,2.07,5.35,2.16,1.19,4,G08,20,4717000000
PHC186807,2,2.55,6.73,2.5,0.6,4,G08,5,4782035000
PHC186808,2,9.77,11.96,3.1,1.24,1,G08,20,4717000000
PHC196802,2,1.35,7.68,0,0,5,G08,20,4723000000
PHC196803,2,1.02,6.7,1.8,0.64,5,G08,20,4711000000
PHC206807,2,1.41,6.73,0,0,5,G08,20,4721032000
PHC818668,2,8.84,7.14,2.82,1.25,5,G01,6,4713000000
PHC848720,2,14,12.56,4,2.05,5,G08,18,2700000000
PHC858650,2,15,16.2,4,1.8,1,G08,12,4711000000
PHC860701,2,5.65,9.6,3.5,1.2,1,G08,20,4711000000
PHC866108,2,12,14.26,3.8,1.7,1,G08,11,4711000000
PHC886969,2,6.1,12.56,2.7,1.1,5,G08,20,4711138500
PHC896934,2,5.43,11.42,2.7,0.9,5,G08,11,4711000000
PHC915139,2,10,14.33,3.16,1.2,5,G08,11,4711000000
PHC923221,2,3.22,8.45,2.76,1.32,5,G08,20,4711000000
PHC926031,2,13,14.02,3.75,1.4,1,G08,19,4717000000
PHC926087,2,9.17,12.29,2.82,1.18,5,G08,11,4711000000
PHC946050,2,3,7.2,2.85,1.25,5,G08,20,4711000000
PHC956040,2,12,14.82,3.6,1.62,5,G08,19,4711000000
PHC966047,2,3.46,8.57,2.55,1.15,5,G08,20,4717000000
PHC980453,2,4.07,9.02,2.57,1.24,5,G08,18,4711000000
PHC996520,2,2.95,6.5,2.2,1.05,5,G08,20,4711000000
PHC997813,2,9.16,12.53,3,1.4,5,G08,11,4711000000
PHR000025,2,38,20.46,5,2.2,1,G08,113,4711000000
PHR036616,2,26,18.86,5,1.9,1,G08,113,4711000000
PHR036670,2,35,19.61,4.8,2.3,1,G08,112,4711000000
PHR036730,2,70,23.87,6.5,2.6,1,G08,112,4711000000
PHR046539,2,106,28.15,6.5,2.6,4,G01,1,4794011000
PHR056582,2,40,22.75,4.74,2.3,1,G08,5,4711000000
PHR061284,2,183,30.24,9,3.5,1,G08,112,4711000000
PHR066618,2,25,19.22,5,1.98,1,G08,12,4711000000
PHR076555,2,21,18.25,4.6,2,1,G08,11,4711000000
PHR077411,2,50,24.33,4.7,2.2,1,G08,29,4711000000
PHR086711,2,60,24.03,6.4,2.25,1,G08,29,4711000000
PHR091346,2,22,18.3,4.5,2,1,G08,20,4711000000
PHR096666,2,177,37.21,7.4,3.65,4,G01,2,4794000000
PHR096797,2,147,32.56,7.7,3.5,1,G04,2,4711000000
PHR097164,2,24,20.34,4.36,1.6,5,G01,6,2771012000
PHR106613,2,243,39.29,8,2.8,1,G01,6,4794011000
PHR116809,2,21,15.92,4.25,1.52,4,G08,37,4711000000
PHR120028,2,158,31.34,9.8,6.2,1,G08,111,4711000000
PHR126804,2,21,15.88,5.8,1.7,1,G08,7,4711000000
PHR126823,2,29,22,6.2,1.62,1,G04,5,4711000000
PHR130023,2,141,28.27,8.6,3.69,1,G08,112,4794011000
PHR136807,2,67,26.52,5.34,2.35,1,G08,20,4711000000
PHR136809,2,21,14.4,4.6,1.3,5,G01,6,4711000000
PHR146801,2,24,18.75,4.7,2.25,1,G08,12,4711000000
PHR146807,2,44,22.7,5.2,2.67,4,G08,37,4711000000
PHR156801,2,24,13.72,5,1.35,4,G01,6,4711000000
PHR156813,2,177,37.08,7.5,3.2,1,G04,2,4711000000
PHR156816,2,398,40.59,9,4.6,1,G08,2,4711000000
PHR166803,2,396,46.5,9,4,1,G04,2,4711000000
PHR166807,2,171,30.36,8.4,3.83,1,G08,112,4794000000
PHR176807,2,73,25.08,7,2.8,1,G08,29,4711000000
PHR176808,2,79,29.12,6.2,2.8,1,G08,4,4711000000
PHR176809,2,85,25.11,9.4,2.9,1,G08,6,4711000000
PHR176813,2,59,22.07,7,3,1,G08,25,4711000000
PHR186803,2,2198,70.21,14,4,1,G02,121,4794000000
PHR186804,2,969,50.71,0,0,1,G01,6,4711000000
PHR186809,2,27,15.29,4.86,2.76,5,G08,37,4711000000
PHR206801,2,36,21.18,0,0,1,G01,7,4717038000
PHR679635,2,152,33.68,6.8,3.5,1,G02,105,4794011000
PHR704055,2,36,23.36,5,2,1,G08,112,4711000000
PHR755759,2,29,21.15,4.5,2.4,1,G04,5,4711000000
PHR765696,2,143,35.25,6.5,3,1,G02,105,4794011000
PHR770091,2,28.59,16.75,4,1.95,1,G08,112,4711000000
PHR798016,2,65.19,18.35,6,2.3,1,G08,112,4711000000
PHR808639,2,23.77,15,3.8,1.3,5,G01,6,4713000000
PHR828672,2,27.32,16.3,4,1.85,1,G08,20,4711000000
PHR878042,2,52,21.38,5.6,2.8,1,G08,112,4711000000
PHR880903,2,30,20.61,4.5,2.1,1,G08,113,4711000000
PHR884367,2,104,35.57,7.4,1.7,1,G01,3,4794011000
PHR896032,2,29,19.51,5,2.3,1,G08,12,4711000000
PHR896057,2,100,28.63,6.2,2.2,1,G01,7,4794011000
PHR896071,2,4573,110.15,18.01,7.5,1,G02,105,4711000000
PHR913743,2,29,18.67,4.76,2.45,5,G08,11,4711000000
PHR916033,2,25,19.45,5.9,1.3,1,G01,7,4717000000
PHR916072,2,21,19.98,4.02,1.92,1,G08,112,4711000000
PHR926130,2,20,17.51,5.2,1.35,1,G08,19,4717000000
PHR927820,2,29,18.67,4.76,2.45,5,G08,20,4711000000
PHR956032,2,22,17.75,4.4,1.5,5,G01,6,2700000000
PHR958719,2,40,25.46,4.5,2.25,1,G08,112,4711000000
PHR966015,2,85,26.53,6.6,2.99,1,G08,112,4711000000
PHR967928,2,116,23.66,10.8,3.1,1,G08,7,4711000000
PHR977437,2,258,32.1,10.56,2.2,1,G01,6,4711000000
PTB044885,2,1995,76.9,19.5,6.2,1,G07,8,4122000000
PTB060174,2,452,41.3,18,3,1,G07,12,4122000000
PTB062851,2,858,55.89,14,3.7,1,,,4122000000
PTB101340,2,507,40.34,18,3.5,1,G07,12,4122000000
PTB127302,2,403,38.42,17,3,1,G07,12,4483000000
PTB660122,2,263,43,10.5,3.2,1,G07,14,4122000000
PTB874016,2,416,51.86,16,2.65,1,G07,12,4122000000
PTC002634,2,11,14.37,3.65,1.17,5,G08,11,4122036000
PTC004267,2,13,14.1,3.4,1.6,1,G08,11,4122000000
PTC010971,2,6.49,11.52,2.8,1.38,1,G08,11,4122000000
PTC033332,2,13,14.53,3.65,1.75,5,G08,19,4122000000
PTC043513,2,14,14.51,3.65,1.75,5,G08,20,4418000000
PTC043584,2,15,15.16,3.65,1.75,5,G08,20,4122000000
PTC049098,2,4.38,8.04,3.23,0.82,5,G08,11,4122036000
PTC053550,2,10,13.71,3.3,1.5,5,G08,20,4122000000
PTC083544,2,4.22,9.7,3.6,0.64,4,G08,20,4179000000
PTC083569,2,18,16.31,3.75,1.85,5,G08,27,4122000000
PTC083583,2,1.57,5.82,2.15,1.01,5,G08,5,4179000000
PTC083591,2,1.57,5.82,2.15,1.01,5,G08,5,4179000000
PTC083604,2,1.57,5.82,2.15,1.01,5,G08,5,4179000000
PTC084003,2,2.32,6.55,2.59,1.32,5,G08,37,4175038000
PTC085581,2,2.31,8.35,2.5,1,5,G08,7,4122000000
PTC093510,2,2.28,7.2,3.3,0.66,1,G08,14,4179036000
PTC096161,2,13,15.19,3.8,1.6,1,G08,20,4122000000
PTC101456,2,0.93,4.8,2.1,0.9,5,G08,18,4143000000
PTC101463,2,0.93,4.8,2.1,0.9,5,G08,18,4143000000
PTC101471,2,0.93,4.8,2.1,0.9,5,G08,18,4143000000
PTC101488,2,0.93,4.8,2.1,0.9,5,G08,18,4143000000
PTC101523,2,1.13,5.28,2.08,1,5,G08,18,4483038000
PTC101531,2,1.13,5.28,2.08,1,5,G08,18,4483038000
PTC101548,2,1.36,6,2.2,1,5,G08,18,4483038000
PTC101555,2,1.13,5.28,2.08,1,5,G08,18,4483038000
PTC101562,2,1.35,5.95,2.2,1,5,G08,18,4122037000
PTC101570,2,0.81,4.75,2.1,0.8,5,G08,18,4122037000
PTC101587,2,0.9,4.75,2.2,0.85,5,G08,18,4122037000
PTC101594,2,0.87,5.52,2.15,0.72,5,G08,18,4122037000
PTC101608,2,0.87,5.52,2.15,0.72,5,G08,18,4122037000
PTC101615,2,1.16,6.19,1.46,0.85,5,G08,20,4155032000
PTC101630,2,2.05,11.95,3.2,0.85,4,G08,20,4122037000
PTC101679,2,3.19,7.3,2.4,1.2,5,G08,37,4175038000
PTC101761,2,1.3,5.86,2.41,0.9,5,G08,37,4145000000
PTC101778,2,1.91,6.43,2.4,0.75,5,G08,20,4145000000
PTC104609,2,6.72,9.98,3.8,1.48,5,G08,37,4175038000
PTC104623,2,3.35,9.12,2.45,0.85,5,G08,37,4175041000
PTC104730,2,18,15.89,3.75,1.85,5,G08,20,4122000000
PTC105535,2,3.35,9.12,2.45,0.85,5,G08,37,4175041000
PTC117306,2,0.99,4.8,2.2,0.85,5,G08,37,4175038000
PTC117320,2,4.6,7.01,2.7,1.4,1,G08,37,4175000000
PTC117329,2,2.64,7.2,2.3,1.1,5,G08,37,4175038000
PTC117824,2,1.77,6.03,1.96,0.77,5,G08,20,4175000000
PTC127304,2,19,12.48,4.8,1.4,5,G01,6,4175038000
PTC127306,2,1.54,6.84,3.08,0.5,1,G08,14,4173034000
PTC127307,2,1.54,6.84,3.08,0.5,1,G08,14,4173036000
PTC127308,2,1.54,6.84,3.08,0.5,1,G08,14,4173036000
PTC127310,2,2.26,5.86,2.3,1.15,4,G08,5,4173000000
PTC127311,2,2.26,5.86,2.3,1.15,4,G08,5,4173000000
PTC127312,2,2.26,5.86,2.3,1.15,4,G08,5,4173000000
PTC137303,2,0.23,4.24,1.98,0.3,5,G08,119,4179000000
PTC147301,2,2.69,8.07,3.58,0.76,1,G08,20,4179036000
PTC147305,2,2.75,7.44,1.95,0.82,5,G08,20,4122000000
PTC157305,2,1.22,6.72,1.96,0.91,5,G08,20,4127000000
PTC157306,2,17,16.06,3.83,1.85,5,G08,20,4122000000
PTC157307,2,17,16.06,3.83,1.85,5,G08,20,4122000000
PTC157309,2,7.93,10.8,3.6,1,4,G08,8,4179000000
PTC167303,2,1.57,6.84,2.27,0.66,5,,,4175000000
PTC167307,2,4.87,11.12,3,1.2,5,G08,18,
PTC167310,2,4.65,10.13,2.96,0.85,5,G08,20,4127000000
PTC167312,2,1.26,6.12,2.1,0.84,5,G08,20,4175000000
PTC167313,2,4.87,11.12,3,1.2,5,G08,20,4173000000
PTC177302,2,1.47,5.66,2.3,1.1,5,G08,18,4483038000
PTC177304,2,6.3,10.8,3.1,0.83,5,G08,20,4175038000
PTC177305,2,1.29,5.74,2.2,1,5,G08,14,4175040000
PTC177307,2,1.11,7.06,2.16,0.72,5,G08,20,4175038000
PTC177308,2,4.45,9.64,3.82,0.9,5,G08,14,4122037000
PTC180007,2,19,18.18,3.9,1.63,1,G08,11,4122000000
PTC187301,2,0.93,5.51,2,0.66,5,G08,20,4122000000
PTC187303,2,1.81,4.98,2.13,1.15,5,G08,18,4175000000
PTC187304,2,1.81,5.63,2.43,1.2,5,G08,18,4175038000
PTC187305,2,7.31,11.81,3.6,1,4,G08,14,4179036000
PTC187306,2,13,15.35,0,0,1,G08,20,4179036000
PTC197302,2,2.45,8.88,2.66,0.75,5,G08,11,2800000000
PTC197303,2,13,14.84,0,0,1,G08,11,4122000000
PTC202827,2,4.91,9.83,2.95,0.74,5,G08,11,4122000000
PTC207301,2,5.2,10.78,2.61,0.89,5,G08,14,4122000000
PTC207304,2,4.68,9.6,2.96,0.97,5,G08,20,4175000000
PTC207305,2,2.48,8.5,0,0,5,G08,20,4122000000
PTC207307,2,1.66,5.38,2,1.02,5,G08,20,4179000000
PTC207308,2,1.66,5.38,2,1.02,5,G08,20,4179000000
PTC207309,2,1.66,5.38,2,1.02,5,G08,20,4179000000
PTC207310,2,2.98,8.79,2.6,0.66,5,G08,14,4175000000
PTC207311,2,1.37,5.24,2.08,0.4,4,G08,20,4179000000
PTC760153,2,19.53,14.58,3.53,1.51,1,G08,11,4122000000
PTC783325,2,19.84,14.8,3.5,1.75,1,G04,2,4122000000
PTC805638,2,16.71,13.2,3.6,1.42,1,G08,11,4122000000
PTC820114,2,17.23,13.55,3.3,1.6,1,G08,14,4122036000
PTC824201,2,16,16.2,4,1.9,1,G08,11,4122000000
PTC868632,2,12,14.64,3.7,1.6,5,G08,20,4122000000
PTC872189,2,18,17.52,4.2,1.82,5,G08,18,4175000000
PTC873267,2,11,15.92,3.5,1.41,1,G08,11,4122000000
PTC897333,2,4.9,8.6,2.71,1.34,2,G08,11,4122000000
PTC902131,2,5.15,9.75,2.98,1.15,1,G08,11,4122000000
PTC904527,2,10,13.5,3.4,1.4,1,G08,11,4122000000
PTC921421,2,10,14.78,3.3,1.58,1,G08,11,4122000000
PTC924026,2,5.5,10.6,2.8,1.2,2,G08,11,4122000000
PTC930090,2,9.02,14.36,3.3,1.5,1,G08,14,4122000000
PTC934384,2,5.24,9.73,2.6,1.1,5,G08,20,4175041000
PTC940585,2,7.31,10.76,3.2,1.65,1,G08,11,4122000000
PTC982511,2,8.92,8.92,3.2,1.56,5,G08,5,4122000000
PTR013055,2,64,23.77,6.2,2.8,1,G08,12,4122000000
PTR030165,2,79,27.84,7,2.7,1,G04,2,4122000000
PTR033272,2,35,16.5,6.8,1.8,5,G01,8,4175000000
PTR044878,2,149,23.11,9.3,7.03,1,G08,111,4122000000
PTR053528,2,22,17.5,4.3,1.3,5,G01,7,4175041000
PTR063518,2,68,26.49,6,2.7,1,G08,4,4122000000
PTR063532,2,38,20.37,5.3,2.5,4,G08,5,4122000000
PTR065621,2,154,35.52,10,2.25,1,G01,3,4175000000
PTR073515,2,79,26.8,6.6,2.1,1,G08,6,4179000000
PTR081752,2,24,21.03,4,2,1,G08,27,4122000000
PTR083520,2,37,21.88,4.8,2.05,5,G01,8,4183000000
PTR093566,2,78,24.17,9.4,2.9,1,G08,6,4122000000
PTR130014,2,92,30.49,7.4,2.6,1,G04,2,4122000000
PTR137304,2,38,22.13,4.9,2.3,1,G08,5,4122000000
PTR147304,2,64,26.84,5.4,2.5,1,G08,121,4483000000
PTR152811,2,38,22.08,5.5,2.45,1,G08,20,4122000000
PTR157308,2,67,23.15,7.5,2.3,1,G08,30,4122000000
PTR167302,2,24,17.73,5.4,1.2,5,G01,6,4173000000
PTR167306,2,498,51.24,11,4.3,1,G08,4,4122000000
PTR167309,2,30,20.96,4.9,2.15,5,G08,5,4122000000
PTR795864,2,17,15.4,4.4,1.9,5,G08,18,4175000000
PTR880804,2,26,20.16,4.2,2,1,G08,112,4122000000
PTR905248,2,42,22.56,5.1,2.5,1,G04,2,3171033000
PTR912085,2,22,18.73,4.2,1.9,1,G08,112,4122000000
PTR920237,2,49,23.42,5.4,2.9,1,G08,12,4122000000
PTR934016,2,29,18.56,5,1.58,5,G01,6,4483038000
PTR934023,2,29,15.86,5,1.58,5,G01,6,4483038000
PTR934031,2,29,15.86,5,1.58,5,G01,6,4483038000
PTR944045,2,122,32.66,7,3,1,G04,2,4122000000
PTR946570,2,29,20.06,4.54,1.78,5,G01,8,4122000000
PTR950491,2,33,21.94,4.5,2.3,1,G06,5,4122000000
PTR952381,2,55,19.1,5.09,1.45,5,G08,11,4122000000
PTR964538,2,29,20.13,3.94,1.77,5,G01,7,4175038000
PTR965181,2,29,20.06,4.56,1.55,5,G01,7,4122000000
PTR965227,2,29,20.06,4.56,1.55,5,G01,7,4122000000
PTR971269,2,20,17.28,5,1.8,1,G08,11,4122000000
PTR974528,2,79,23.97,6.5,3,1,G04,2,2800000000
PTR980156,2,49,23.58,5.2,2.7,1,G08,12,4122000000
SCB021469,2,432,,,,1,G07,19,4282000000
SCC142810,2,6.67,12.22,2.98,1.03,5,G08,20,4613000000
SCC880461,2,13,15.56,3.5,1.8,5,G08,27,4221000000
SCR042871,2,62,21.53,6.3,2.6,1,G08,112,4221000000
SCR683273,2,51,28,5.93,2.28,1,G02,11,4221000000
SCR790109,2,39,20.5,5.18,2.3,1,G08,113,4221000000
SCR810209,2,21,21.24,4,1.75,1,G08,20,4221000000
SCR933617,2,29,21.48,4.7,1.8,1,G01,6,4221000000
SCR963212,2,30,23.05,4.5,2,5,G08,5,4221000000
SCR963619,2,72,26.4,5.5,2.1,1,G01,6,4221000000
SGB048925,2,177,23.06,11,2,1,G07,155,4972031000
SGB098921,2,934,51.84,15,2.1,1,G07,114,4972013000
SGB941302,2,236,34.56,13.5,2.9,1,G07,12,4913000000
SGC027100,2,7.31,11.53,3.22,1.07,5,G08,11,4913000000
SGC038935,2,12,11.39,4.2,1.92,4,G08,20,4972031000
SGC044531,2,11,10.21,6.9,2.2,5,G08,18,4913000000
SGC075901,2,1.23,5.97,1.88,0.44,5,G08,37,4972031000
SGC083898,2,4.23,9.82,2.4,1,5,G08,20,4972011000
SGC088956,2,5.43,8.8,3.25,1.7,5,G08,20,4913000000
SGC088971,2,1.94,6.47,3,0.92,5,G08,20,4913000000
SGC088988,2,1.94,6.47,3,0.92,5,G08,20,4913000000
SGC108971,2,2.27,6.44,3,0.8,5,G08,37,4913000000
SGC111016,2,1.38,7.63,2.25,0.61,5,G08,20,4913000000
SGC121506,2,1.22,6.9,1.5,0.65,5,G08,20,4913000000
SGC131501,2,6.13,11.29,3,0.83,5,G08,31,4913000000
SGC712801,2,7.31,12.35,3.02,1.57,1,G08,20,4913000000
SGC967935,2,6.67,10.83,2.9,0.94,5,G08,11,4913000000
SGR018849,2,29,18.03,5,2.2,1,G08,112,4972013000
SGR025417,2,158,38.61,10,8.4,1,G02,2,4913000000
SGR028921,2,191,33.17,8,2.4,1,G01,6,4972031000
SGR034849,2,320,38.88,9.5,2.7,1,G01,6,4913000000
SGR047012,2,2341,88.01,14.5,7,1,G02,105,4913000000
SGR048918,2,139,32.2,6.7,2.4,1,G01,1,4972011000
SGR060892,2,2881,83.93,14.5,8.09,1,G02,12,4913000000
SGR079609,2,24,14.45,7.8,2.95,5,G01,6,4913000000
SGR088949,2,66,23.17,5.66,3.14,5,G08,18,4913000000
SGR098914,2,30,18.01,5,2.2,1,G08,112,4913000000
SGR098953,2,24,14.45,7.8,2.95,5,G01,6,4913000000
SGR101201,2,20,14.44,4.98,1.9,1,G08,112,4913000000
SGR108940,2,199,34.72,7.5,2.5,1,G01,1,4972011000
SGR108957,2,53,21.62,5,1.9,1,G01,6,4972013000
SGR111503,2,40,17.14,9.5,2.73,4,G01,6,4913000000
SGR121059,2,42,17.5,9.9,2.74,5,G01,6,4913000000
SGR121508,2,35,19.82,4.2,1.8,1,G01,6,4911000000
SGR131502,2,63,23.5,5.5,2.2,1,G01,6,4913000000
SGR141503,2,156,30.53,7.3,2.65,1,G01,1,4972011000
SGR161013,2,180,34.5,7.2,2.5,1,G01,1,4972011000
SGR161061,2,52,23.9,5.2,2.3,5,G08,20,4972013000
SGR181059,2,40,22.5,5.1,2.29,1,G08,5,4913000000
SGR181501,2,199,35.4,7.5,2.6,1,G01,1,4913000000
SGR191501,2,37,17,7.59,2.61,4,G01,6,4913000000
SGR784987,2,198.38,26.5,8.6,3.5,1,G08,112,4913000000
SGR852061,2,61,31.99,7.2,1.5,1,G02,2,4913000000
SGR888560,2,43,23.04,7.3,1.48,1,G02,105,4972011000
SGR908613,2,35,20.93,4.8,2.1,1,G01,6,4913000000
SGR934476,2,162,43.97,8.2,2,1,G02,2,4972011000
SGR946516,2,22,16.6,4.4,1.65,5,G01,6,4972031000
SGR951593,2,3030,92.63,15,8.6,1,G02,105,4913000000
SGR978911,2,25,17.59,4.4,2.1,1,G08,112,4913000000
SGR988919,2,103,27.63,6,2.25,1,G01,6,4972013000
SPB010599,2,195,30.74,14,2.35,1,G07,19,4824000000
